sample,syst,bin,ratio
ttZ,JESup,13,0.6327744215879862
ttZ,JESup,14,0.07709609640951588
ttZ,JESdown,5,0.7892166039582491
ttZ,JESdown,6,0.7618671293167575
ttZ,JESdown,7,0.7277961163844158
ttZ,JESdown,8,0.6957637408952455
ttZ,JESdown,9,0.6666400233207247
ttZ,JESdown,10,0.7013945694853208
ttZ,JESdown,11,0.4945501967047824
ttZ,JESdown,12,0.6040712966989153
ttZ,JESdown,13,-0.007580156459871442
ttZ,JESdown,14,0.5765608723785872
ttZ,JERup,5,0.821141918989373
ttZ,JERup,6,0.7992417283632343
ttZ,JERup,7,0.7718491587727082
ttZ,JERup,8,0.7305063150326511
ttZ,JERup,9,0.7249160344977112
ttZ,JERup,10,0.7140764230572219
ttZ,JERup,11,0.5652116471866079
ttZ,JERup,12,0.6291354315943696
ttZ,JERup,13,0.5867643284361352
ttZ,JERup,14,0.5880611687304805
ttZ,JERdown,5,0.8220880161275855
ttZ,JERdown,6,0.8000055630958538
ttZ,JERdown,7,0.7715060124644791
ttZ,JERdown,8,0.7309026569113252
ttZ,JERdown,9,0.7187942703985734
ttZ,JERdown,10,0.7475558504469492
ttZ,JERdown,11,0.5318491191958847
ttZ,JERdown,12,0.7462678693890998
ttZ,JERdown,13,0.5647123373910675
ttZ,JERdown,14,0.05167337726754965
ttHSL,nominal,5,0.8397554353783511
ttHSL,nominal,6,0.8129815461936056
ttHSL,nominal,7,0.7821650605059512
ttHSL,nominal,8,0.7433928541112195
ttHSL,nominal,9,0.7133123170053783
ttHSL,nominal,10,0.672454274594958
ttHSL,nominal,11,0.6341372130426763
ttHSL,nominal,12,0.6401247929599003
ttHSL,nominal,13,0.5176996752468926
ttHSL,nominal,14,1.2302758159160285
ttHSL,nominal,15,0.6657816320511354
ttHSL,JESup,5,0.8790262602649287
ttHSL,JESup,6,0.8576989970910636
ttHSL,JESup,7,0.831798444974748
ttHSL,JESup,8,0.7977327207402832
ttHSL,JESup,9,0.7701520814090139
ttHSL,JESup,10,0.7345496637352643
ttHSL,JESup,11,0.6765312610373204
ttHSL,JESup,12,0.702599670107138
ttHSL,JESup,13,0.5851795974749447
ttHSL,JESup,14,0.6888986387051497
ttHSL,JESup,15,0.776096949213336
ttHSL,JESdown,5,0.8057892653607286
ttHSL,JESdown,6,0.7751198417363544
ttHSL,JESdown,7,0.7419646366965588
ttHSL,JESdown,8,0.7009520155552107
ttHSL,JESdown,9,0.6724973516135324
ttHSL,JESdown,10,0.6252258083034908
ttHSL,JESdown,11,0.5784132477790394
ttHSL,JESdown,12,0.5937724100196106
ttHSL,JESdown,13,0.4649068398661774
ttHSL,JESdown,14,0.9520669385550966
ttHSL,JERup,5,0.8397138774180857
ttHSL,JERup,6,0.8127821342352529
ttHSL,JERup,7,0.7817585265865012
ttHSL,JERup,8,0.743250329851683
ttHSL,JERup,9,0.7132422452705416
ttHSL,JERup,10,0.6745244746900142
ttHSL,JERup,11,0.6254123224053247
ttHSL,JERup,12,0.632734195218719
ttHSL,JERup,13,0.5141651453737889
ttHSL,JERup,14,1.2302758159014395
ttHSL,JERup,15,0.6657816320762453
ttHSL,JERdown,5,0.8395057508493056
ttHSL,JERdown,6,0.8130438611577152
ttHSL,JERdown,7,0.7837437249654267
ttHSL,JERdown,8,0.7437698479868828
ttHSL,JERdown,9,0.7140804236030235
ttHSL,JERdown,10,0.6705861086629546
ttHSL,JERdown,11,0.6300754909458135
ttHSL,JERdown,12,0.6384638256082477
ttHSL,JERdown,13,0.5500486589858254
ttHSL,JERdown,14,1.0321698364787775
ttHDL,nominal,5,0.7810025185220547
ttHDL,nominal,6,0.7446386101094167
ttHDL,nominal,7,0.708311484207343
ttHDL,nominal,8,0.6740096636207079
ttHDL,nominal,9,0.6424625957522722
ttHDL,nominal,10,0.5757641654682819
ttHDL,nominal,11,0.5650139979235853
ttHDL,nominal,12,0.5646165030350024
ttHDL,nominal,13,0.4109793942483223
ttHDL,JESup,5,0.8237723335694929
ttHDL,JESup,6,0.7914865562427543
ttHDL,JESup,7,0.7597375714314393
ttHDL,JESup,8,0.7249519302722793
ttHDL,JESup,9,0.6978907060288212
ttHDL,JESup,10,0.649163843343651
ttHDL,JESup,11,0.6342622329469373
ttHDL,JESup,12,0.6035549210347988
ttHDL,JESup,13,0.5200113222203157
ttHDL,JESdown,5,0.7448181844731452
ttHDL,JESdown,6,0.7043447743942448
ttHDL,JESdown,7,0.6651246788314645
ttHDL,JESdown,8,0.6333039107336877
ttHDL,JESdown,9,0.5952530747152813
ttHDL,JESdown,10,0.5284417354123793
ttHDL,JESdown,11,0.5620236312153596
ttHDL,JESdown,12,0.4421093625782511
ttHDL,JESdown,13,0.3624241871908758
ttHDL,JERup,5,0.780616237011276
ttHDL,JERup,6,0.744514178253574
ttHDL,JERup,7,0.7073922823139287
ttHDL,JERup,8,0.6725425045575929
ttHDL,JERup,9,0.6426729581897723
ttHDL,JERup,10,0.5775717825806059
ttHDL,JERup,11,0.5638371479729651
ttHDL,JERup,12,0.5695362768568705
ttHDL,JERup,13,0.4109793942483223
ttHDL,JERdown,5,0.7812789136452565
ttHDL,JERdown,6,0.7448211423099044
ttHDL,JERdown,7,0.7091438813309717
ttHDL,JERdown,8,0.6741607665326124
ttHDL,JERdown,9,0.638085635579999
ttHDL,JERdown,10,0.582560551152066
ttHDL,JERdown,11,0.5726261883941308
ttHDL,JERdown,12,0.5173946336724582
ttHDL,JERdown,13,0.4109793942483223
ttZZ,nominal,5,0.8164225252908747
ttZZ,nominal,6,0.7881751740188904
ttZZ,nominal,7,0.7626255155923436
ttZZ,nominal,8,0.7352799228521251
ttZZ,nominal,9,0.7086431369273547
ttZZ,nominal,10,0.676991560393194
ttZZ,nominal,11,0.6365425009618633
ttZZ,nominal,12,0.6227296820548671
ttZZ,nominal,13,0.6336721881561265
ttZZ,nominal,14,0.6964293173578624
ttZZ,nominal,15,0.630524343212185
ttZZ,JESup,5,0.8583902479130109
ttZZ,JESup,6,0.8359612519962133
ttZZ,JESup,7,0.8164123466728045
ttZZ,JESup,8,0.792367120654916
ttZZ,JESup,9,0.7706525032437268
ttZZ,JESup,10,0.7413584423048182
ttZZ,JESup,11,0.7048216625751921
ttZZ,JESup,12,0.6897712337243387
ttZZ,JESup,13,0.6627473686038481
ttZZ,JESup,14,0.8664691056993599
ttZZ,JESup,15,0.6543532005076852
ttZZ,JESdown,5,0.7804125051253786
ttZZ,JESdown,6,0.7469976101940151
ttZZ,JESdown,7,0.718033802939027
ttZZ,JESdown,8,0.6878066351490874
ttZZ,JESdown,9,0.6592796674342543
ttZZ,JESdown,10,0.6261676788782062
ttZZ,JESdown,11,0.5694386616981459
ttZZ,JESdown,12,0.5922695725647363
ttZZ,JESdown,13,0.5986970160257736
ttZZ,JESdown,14,0.513420711853961
ttZZ,JESdown,15,0.5186374708836374
ttZZ,JERup,5,0.8164602783665798
ttZZ,JERup,6,0.7878392045306776
ttZZ,JERup,7,0.7623959405847333
ttZZ,JERup,8,0.7353163198669965
ttZZ,JERup,9,0.7068705240825559
ttZZ,JERup,10,0.6764533284130592
ttZZ,JERup,11,0.6370665213515055
ttZZ,JERup,12,0.6247531998333257
ttZZ,JERup,13,0.5912483287234201
ttZZ,JERup,14,0.6964300296206353
ttZZ,JERup,15,0.630524343212185
ttZZ,JERdown,5,0.8163114362589488
ttZZ,JERdown,6,0.7885398000767825
ttZZ,JERdown,7,0.7630524885935833
ttZZ,JERdown,8,0.7350334776277204
ttZZ,JERdown,9,0.7087711079546323
ttZZ,JERdown,10,0.6718347173166896
ttZZ,JERdown,11,0.6505015496045503
ttZZ,JERdown,12,0.6263970228644559
ttZZ,JERdown,13,0.6105132073988518
ttZZ,JERdown,14,0.7122397191261716
ttZZ,JERdown,15,0.630524343212185
tt4b,nominal,0,1.0
tt4b,nominal,1,0.9591227951137137
tt4b,nominal,2,0.9168965274479149
tt4b,nominal,3,0.8845487111790604
tt4b,nominal,4,0.8542709815915625
tt4b,nominal,5,0.8238038900507684
tt4b,nominal,6,0.7930895966727062
tt4b,nominal,7,0.7636533594448491
tt4b,nominal,8,0.732506564799902
tt4b,nominal,9,0.6973476332188957
tt4b,nominal,10,0.6612622580627523
tt4b,nominal,11,0.6423669103816512
tt4b,nominal,12,0.6336585460743077
tt4b,nominal,13,0.6099331964573883
tt4b,nominal,14,0.8059443271875998
tt4b,nominal,15,0.7256485720150204
tt4b,JESup,0,1.0
tt4b,JESup,1,0.9688568357108699
tt4b,JESup,2,0.9365537966472772
tt4b,JESup,3,0.9114500773350945
tt4b,JESup,4,0.8880653460282214
tt4b,JESup,5,0.8651193140501856
tt4b,JESup,6,0.840532926013912
tt4b,JESup,7,0.8160830492516714
tt4b,JESup,8,0.7889295425553352
tt4b,JESup,9,0.7576594307950342
tt4b,JESup,10,0.7257260745608121
tt4b,JESup,11,0.7134294976385315
tt4b,JESup,12,0.6623735219295299
tt4b,JESup,13,0.6358500000614916
tt4b,JESup,14,0.7364868630120915
tt4b,JESup,15,0.8153537009533591
tt4b,JESdown,0,1.0
tt4b,JESdown,1,0.9487839523444054
tt4b,JESdown,2,0.8994621144518811
tt4b,JESdown,3,0.8611408018000563
tt4b,JESdown,4,0.8244526990260166
tt4b,JESdown,5,0.7886757368763022
tt4b,JESdown,6,0.753378505896297
tt4b,JESdown,7,0.7202498170847412
tt4b,JESdown,8,0.6870118934239161
tt4b,JESdown,9,0.6481655668646112
tt4b,JESdown,10,0.6073211354143789
tt4b,JESdown,11,0.5955624434473422
tt4b,JESdown,12,0.5582138404071811
tt4b,JESdown,13,0.534955994881088
tt4b,JESdown,14,0.501215120263583
tt4b,JESdown,15,0.5769421462229614
tt4b,JERup,0,1.0
tt4b,JERup,1,0.9589333497565572
tt4b,JERup,2,0.9171685399668424
tt4b,JERup,3,0.8844493712942084
tt4b,JERup,4,0.8539442933182629
tt4b,JERup,5,0.8236807360482546
tt4b,JERup,6,0.7931221502534461
tt4b,JERup,7,0.7625066994116094
tt4b,JERup,8,0.7323091081887058
tt4b,JERup,9,0.6971910307903125
tt4b,JERup,10,0.6599053378544777
tt4b,JERup,11,0.6416429537959359
tt4b,JERup,12,0.6395774042699255
tt4b,JERup,13,0.6192216715683063
tt4b,JERup,14,0.6246204229424505
tt4b,JERup,15,0.7256485719805121
tt4b,JERdown,0,1.0
tt4b,JERdown,1,0.9590634715006547
tt4b,JERdown,2,0.9169008777336486
tt4b,JERdown,3,0.885006855971659
tt4b,JERdown,4,0.8541911701583165
tt4b,JERdown,5,0.8235497649505861
tt4b,JERdown,6,0.7940227022149661
tt4b,JERdown,7,0.7639391253243641
tt4b,JERdown,8,0.7324049623636554
tt4b,JERdown,9,0.698366076819001
tt4b,JERdown,10,0.6647864960656628
tt4b,JERdown,11,0.6346132021545104
tt4b,JERdown,12,0.6150332234982607
tt4b,JERdown,13,0.6092836758181411
tt4b,JERdown,14,0.7626092794549991
