sample,syst,bin,ratio
ttSL,uphfstats1,10,0.70807011683968
ttSL,uphfstats1,11,0.5695179277468181
ttSL,uphfstats1,12,0.4643462240945497
ttSL,uphfstats1,13,0.27108963943156145
ttSL,uphfstats1,14,0.0
ttSL,uphfstats1,15,0.8516375274101753
ttSL,downhfstats1,4,0.9489101857239026
ttSL,downhfstats1,5,0.9162974419915343
ttSL,downhfstats1,6,0.8816870295507548
ttSL,downhfstats1,7,0.8478059363624328
ttSL,downhfstats1,8,0.8116491938442363
ttSL,downhfstats1,9,0.7860922800030438
ttSL,downhfstats1,10,0.7776230159099925
ttSL,downhfstats1,11,0.6645849064770376
ttSL,downhfstats1,12,0.5165171049630781
ttSL,downhfstats1,13,0.32693501729167646
ttSL,downhfstats1,14,0.0
ttSL,downhfstats1,15,0.9005023595477846
ttSL,uphfstats2,4,0.9279838554769132
ttSL,uphfstats2,5,0.8956287485456415
ttSL,uphfstats2,6,0.8621101787024694
ttSL,uphfstats2,7,0.8285253295576763
ttSL,uphfstats2,8,0.7937429209816455
ttSL,uphfstats2,9,0.7672528267497966
ttSL,uphfstats2,10,0.7595786143562692
ttSL,uphfstats2,11,0.6322474252122261
ttSL,uphfstats2,12,0.5039432534383951
ttSL,uphfstats2,13,0.3078975580932704
ttSL,uphfstats2,14,0.0
ttSL,uphfstats2,15,0.9222389938998172
ttSL,downhfstats2,4,0.9021714064835388
ttSL,downhfstats2,5,0.8678894916751969
ttSL,downhfstats2,6,0.8324973514756575
ttSL,downhfstats2,7,0.7977854737855519
ttSL,downhfstats2,8,0.7618603254196424
ttSL,downhfstats2,9,0.7337655133041849
ttSL,downhfstats2,10,0.7255884864235191
ttSL,downhfstats2,11,0.599242154723867
ttSL,downhfstats2,12,0.47576429774427864
ttSL,downhfstats2,13,0.2886585260222521
ttSL,downhfstats2,14,0.0
ttSL,downhfstats2,15,0.8331243193096124
ttSL,upcferr1,4,0.8393684860704812
ttSL,upcferr1,5,0.7970671076148304
ttSL,upcferr1,6,0.7543413342948189
ttSL,upcferr1,7,0.7118378142906935
ttSL,upcferr1,8,0.6688732782630821
ttSL,upcferr1,9,0.6279354044784108
ttSL,upcferr1,10,0.6146721172562085
ttSL,upcferr1,11,0.5306788943457121
ttSL,upcferr1,12,0.3575714567283333
ttSL,upcferr1,13,0.18906209046587383
ttSL,upcferr1,14,0.0
ttSL,upcferr1,15,0.8123861104107565
ttSL,downcferr1,4,0.9912144180665773
ttSL,downcferr1,5,0.9673372590765023
ttSL,downcferr1,6,0.9410720964448597
ttSL,downcferr1,7,0.9156345597647344
ttSL,downcferr1,8,0.8896543996720451
ttSL,downcferr1,9,0.8769994071185625
ttSL,downcferr1,10,0.8719488767970092
ttSL,downcferr1,11,0.6815812293747867
ttSL,downcferr1,12,0.6580674068788765
ttSL,downcferr1,13,0.43121865836345646
ttSL,downcferr1,14,0.0
ttSL,downcferr1,15,0.9368306131554458
ttSL,upcferr2,4,0.8662958109821692
ttSL,upcferr2,5,0.8271381957269189
ttSL,upcferr2,6,0.7872402720441698
ttSL,upcferr2,7,0.7474095111698177
ttSL,upcferr2,8,0.7067171295082172
ttSL,upcferr2,9,0.6704126319139947
ttSL,upcferr2,10,0.6603088583712831
ttSL,upcferr2,11,0.5653976850167375
ttSL,upcferr2,12,0.39504922035303636
ttSL,upcferr2,13,0.22123370163350975
ttSL,upcferr2,14,0.0
ttSL,upcferr2,15,0.8328829676305894
ttSL,downcferr2,4,0.9555941094093232
ttSL,downcferr2,5,0.9270530404793925
ttSL,downcferr2,6,0.8968737818535187
ttSL,downcferr2,7,0.8671804963797126
ttSL,downcferr2,8,0.8367125629516735
ttSL,downcferr2,9,0.8168649749214183
ttSL,downcferr2,10,0.8080543595296416
ttSL,downcferr2,11,0.6446654830139243
ttSL,downcferr2,12,0.5718699922970891
ttSL,downcferr2,13,0.37840277211564444
ttSL,downcferr2,14,0.0
ttSL,downcferr2,15,0.9104381522081496
ttSL,JESup,4,0.9287924806357075
ttSL,JESup,5,0.895963169669735
ttSL,JESup,6,0.8659207103487989
ttSL,JESup,7,0.8258360087276913
ttSL,JESup,8,0.7874475860204778
ttSL,JESup,9,0.7706197541203705
ttSL,JESup,10,0.6588755126808578
ttSL,JESup,11,0.6439136265443602
