sample,variation,fiducial_xs_norm,inclusive_xs_norm,ratio_ttB_varied_vs_nom_5FS,ratio_ttC_varied_vs_nom_5FS,ratio_ttLF_varied_vs_nom_5FS,ratio_ttB_5FS_vs_this_varied,final_weight_sl_analysis
ttbbSL,Weight_pdf_variation_320962,0.997004094,0.996515728,-1,-1,-1,-1,0.997004094
ttbbSL,Weight_pdf_variation_320963,1.014538291,1.015027522,-1,-1,-1,-1,1.014538291
ttbbSL,Weight_pdf_variation_320964,0.992103842,0.993211287,-1,-1,-1,-1,0.992103842
ttbbSL,Weight_pdf_variation_320965,1.01404545,1.013626655,-1,-1,-1,-1,1.01404545
ttbbSL,Weight_pdf_variation_320966,0.990333718,0.990921926,-1,-1,-1,-1,0.990333718
ttbbSL,Weight_pdf_variation_320967,1.011602779,1.012710925,-1,-1,-1,-1,1.011602779
ttbbSL,Weight_pdf_variation_320968,1.006109213,1.005668242,-1,-1,-1,-1,1.006109213
ttbbSL,Weight_pdf_variation_320969,1.002352706,1.003582801,-1,-1,-1,-1,1.002352706
ttbbSL,Weight_pdf_variation_320970,0.992040424,0.993381512,-1,-1,-1,-1,0.992040424
ttbbSL,Weight_pdf_variation_320971,1.003597464,1.003181957,-1,-1,-1,-1,1.003597464
ttbbSL,Weight_pdf_variation_320972,1.01831393,1.017371964,-1,-1,-1,-1,1.01831393
ttbbSL,Weight_pdf_variation_320973,1.003942777,1.004392986,-1,-1,-1,-1,1.003942777
ttbbSL,Weight_pdf_variation_320974,1.01153601,1.009888412,-1,-1,-1,-1,1.01153601
ttbbSL,Weight_pdf_variation_320975,0.993977808,0.994276256,-1,-1,-1,-1,0.993977808
ttbbSL,Weight_pdf_variation_320976,0.987949278,0.988687767,-1,-1,-1,-1,0.987949278
ttbbSL,Weight_pdf_variation_320977,0.998967652,0.999903869,-1,-1,-1,-1,0.998967652
ttbbSL,Weight_pdf_variation_320978,1.010690899,1.010296384,-1,-1,-1,-1,1.010690899
ttbbSL,Weight_pdf_variation_320979,1.007318275,1.007718077,-1,-1,-1,-1,1.007318275
ttbbSL,Weight_pdf_variation_320980,0.971048756,0.972757906,-1,-1,-1,-1,0.971048756
ttbbSL,Weight_pdf_variation_320981,0.995372862,0.996344195,-1,-1,-1,-1,0.995372862
ttbbSL,Weight_pdf_variation_320982,1.00178698,1.000937971,-1,-1,-1,-1,1.00178698
ttbbSL,Weight_pdf_variation_320983,0.991652314,0.992317323,-1,-1,-1,-1,0.991652314
ttbbSL,Weight_pdf_variation_320984,1.010165671,1.009801,-1,-1,-1,-1,1.010165671
ttbbSL,Weight_pdf_variation_320985,1.001615201,1.000559289,-1,-1,-1,-1,1.001615201
ttbbSL,Weight_pdf_variation_320986,0.975170155,0.976233615,-1,-1,-1,-1,0.975170155
ttbbSL,Weight_pdf_variation_320987,1.001727707,1.000377711,-1,-1,-1,-1,1.001727707
ttbbSL,Weight_pdf_variation_320988,0.978442431,0.979259062,-1,-1,-1,-1,0.978442431
ttbbSL,Weight_pdf_variation_320989,0.976208314,0.975319215,-1,-1,-1,-1,0.976208314
ttbbSL,Weight_pdf_variation_320990,0.986476958,0.987450978,-1,-1,-1,-1,0.986476958
ttbbSL,Weight_pdf_variation_320991,1.003557148,1.003481442,-1,-1,-1,-1,1.003557148
ttbbSL,Weight_pdf_variation_320992,0.994212126,0.994228165,-1,-1,-1,-1,0.994212126
ttbbSL,Weight_pdf_variation_320993,0.999358852,0.998228003,-1,-1,-1,-1,0.999358852
ttbbSL,Weight_pdf_variation_320994,0.998141266,0.999645065,-1,-1,-1,-1,0.998141266
ttbbSL,Weight_pdf_variation_320995,0.996075199,0.996515024,-1,-1,-1,-1,0.996075199
ttbbSL,Weight_pdf_variation_320996,1.011369312,1.011271623,-1,-1,-1,-1,1.011369312
ttbbSL,Weight_pdf_variation_320997,0.965221812,0.965498159,-1,-1,-1,-1,0.965221812
ttbbSL,Weight_pdf_variation_320998,0.998444264,0.999306138,-1,-1,-1,-1,0.998444264
ttbbSL,Weight_pdf_variation_320999,1.02015735,1.019689044,-1,-1,-1,-1,1.02015735
ttbbSL,Weight_pdf_variation_321000,1.01383303,1.013242794,-1,-1,-1,-1,1.01383303
ttbbSL,GenWeight_fsr_Def_down,1.000132256,0.999325982,0.900294039,0.929109339,1.008524635,0.038785162,0.900413108
ttbbSL,GenWeight_fsr_Def_up,0.998728017,0.999677547,1.148578811,1.119097874,0.986152324,0.049394472,1.147117838
ttbbSL,GenWeight_isr_Def_down,1.00124959,0.999707534,0.980263744,0.987544299,1.001555282,0.042261285,0.981488671
ttbbSL,GenWeight_isr_Def_up,0.997511931,0.999496581,1.025438831,1.016077757,0.997997338,0.044053192,1.022887468
ttbbDL,Weight_scale_variation_muR_1p0_muF_1p0,0.999994279,0.99999426,1,1,1,0.040131063,0.999994279
ttbbDL,Weight_scale_variation_muR_2p0_muF_1p0,1.387311106,1.392795596,0.986245915,0.990945488,1.00095128,0.039423302,1.368229912
ttbbDL,Weight_scale_variation_muR_2p0_muF_2p0,1.447906026,1.447981144,0.982978101,0.987018787,1.001303363,0.039445948,1.423259915
ttbbDL,Weight_scale_variation_muR_0p5_muF_1p0,0.742499383,0.758673389,1.019460567,1.012842624,0.998651806,0.040039844,0.756948842
ttbbDL,Weight_scale_variation_muR_0p5_muF_0p5,0.741882317,0.768234167,1.026971663,1.019556514,0.998006685,0.039799791,0.761892117
ttbbDL,Weight_scale_variation_muR_1p0_muF_2p0,1.026402281,1.020363512,0.995025118,0.995210964,1.000452678,0.040167751,1.021296051
ttbbDL,Weight_scale_variation_muR_1p0_muF_0p5,0.965962322,0.971337468,1.004828562,1.005251001,0.999518893,0.040101685,0.97062653
ttbbDL,Weight_LHA_320900_nominal,0.999767006,0.999762784,-1,-1,-1,-1,0.999767006
ttbbDL,Weight_LHA_320900_up,0.971787622,0.969732751,-1,-1,-1,-1,0.971787622
ttbbDL,Weight_LHA_320900_down,1.0294053,1.031712153,-1,-1,-1,-1,1.0294053
ttbbDL,Weight_pdf_variation_320900,0.999994235,0.999994311,-1,-1,-1,-1,0.999994235
ttbbDL,Weight_pdf_variation_320901,0.984194162,0.985333516,-1,-1,-1,-1,0.984194162
ttbbDL,Weight_pdf_variation_320902,1.011723932,1.011291676,-1,-1,-1,-1,1.011723932
ttbbDL,Weight_pdf_variation_320903,0.998162856,0.997865463,-1,-1,-1,-1,0.998162856
ttbbDL,Weight_pdf_variation_320904,0.988477432,0.988528467,-1,-1,-1,-1,0.988477432
ttbbDL,Weight_pdf_variation_320905,1.004278421,1.005157372,-1,-1,-1,-1,1.004278421
ttbbDL,Weight_pdf_variation_320906,0.970943583,0.971331772,-1,-1,-1,-1,0.970943583
ttbbDL,Weight_pdf_variation_320907,1.01038815,1.010050269,-1,-1,-1,-1,1.01038815
ttbbDL,Weight_pdf_variation_320908,1.01515331,1.014319019,-1,-1,-1,-1,1.01515331
ttbbDL,Weight_pdf_variation_320909,1.003759695,1.002831868,-1,-1,-1,-1,1.003759695
ttbbDL,Weight_pdf_variation_320910,0.968083379,0.967803929,-1,-1,-1,-1,0.968083379
ttbbDL,Weight_pdf_variation_320911,0.997464383,0.997952959,-1,-1,-1,-1,0.997464383
ttbbDL,Weight_pdf_variation_320912,0.988249386,0.988858329,-1,-1,-1,-1,0.988249386
ttbbDL,Weight_pdf_variation_320913,1.011108223,1.010951593,-1,-1,-1,-1,1.011108223
ttbbDL,Weight_pdf_variation_320914,0.998713575,0.999708032,-1,-1,-1,-1,0.998713575
ttbbDL,Weight_pdf_variation_320915,1.026207028,1.02524891,-1,-1,-1,-1,1.026207028
ttbbDL,Weight_pdf_variation_320916,1.001877107,1.000924145,-1,-1,-1,-1,1.001877107
ttbbDL,Weight_pdf_variation_320917,0.989844681,0.989962039,-1,-1,-1,-1,0.989844681
ttbbDL,Weight_pdf_variation_320918,1.00819817,1.008617317,-1,-1,-1,-1,1.00819817
ttbbDL,Weight_pdf_variation_320919,1.027759225,1.027896303,-1,-1,-1,-1,1.027759225
ttbbDL,Weight_pdf_variation_320920,1.021118599,1.020912786,-1,-1,-1,-1,1.021118599
ttbbDL,Weight_pdf_variation_320921,1.012969626,1.012500077,-1,-1,-1,-1,1.012969626
ttbbDL,Weight_pdf_variation_320922,1.029302929,1.02860474,-1,-1,-1,-1,1.029302929
ttbbDL,Weight_pdf_variation_320923,1.024970476,1.025065743,-1,-1,-1,-1,1.024970476
ttbbDL,Weight_pdf_variation_320924,1.000324636,1.000554651,-1,-1,-1,-1,1.000324636
ttbbDL,Weight_pdf_variation_320925,1.014939517,1.014694138,-1,-1,-1,-1,1.014939517
ttbbDL,Weight_pdf_variation_320926,1.011072862,1.009416664,-1,-1,-1,-1,1.011072862
ttbbDL,Weight_pdf_variation_320927,0.998757332,0.997052516,-1,-1,-1,-1,0.998757332
ttbbDL,Weight_pdf_variation_320928,1.003556396,1.00353856,-1,-1,-1,-1,1.003556396
ttbbDL,Weight_pdf_variation_320929,0.992978948,0.992963505,-1,-1,-1,-1,0.992978948
ttbbDL,Weight_pdf_variation_320930,0.988977733,0.988237846,-1,-1,-1,-1,0.988977733
ttbbDL,Weight_pdf_variation_320931,0.991293946,0.991143011,-1,-1,-1,-1,0.991293946
ttbbDL,Weight_pdf_variation_320932,0.997067078,0.99837992,-1,-1,-1,-1,0.997067078
ttbbDL,Weight_pdf_variation_320933,1.009089467,1.00942683,-1,-1,-1,-1,1.009089467
ttbbDL,Weight_pdf_variation_320934,0.983413789,0.984783254,-1,-1,-1,-1,0.983413789
ttbbDL,Weight_pdf_variation_320935,1.004754422,1.003646004,-1,-1,-1,-1,1.004754422
ttbbDL,Weight_pdf_variation_320936,0.998176393,0.998342943,-1,-1,-1,-1,0.998176393
ttbbDL,Weight_pdf_variation_320937,1.016560334,1.015775482,-1,-1,-1,-1,1.016560334
ttbbDL,Weight_pdf_variation_320938,0.994295238,0.993401049,-1,-1,-1,-1,0.994295238
ttbbDL,Weight_pdf_variation_320939,0.994725459,0.993388501,-1,-1,-1,-1,0.994725459
ttbbDL,Weight_pdf_variation_320940,0.995751357,0.995200849,-1,-1,-1,-1,0.995751357
ttbbDL,Weight_pdf_variation_320941,0.994654598,0.993549788,-1,-1,-1,-1,0.994654598
ttbbDL,Weight_pdf_variation_320942,0.981404583,0.982145972,-1,-1,-1,-1,0.981404583
ttbbDL,Weight_pdf_variation_320943,0.988173884,0.988567109,-1,-1,-1,-1,0.988173884
ttbbDL,Weight_pdf_variation_320944,0.984431435,0.98518139,-1,-1,-1,-1,0.984431435
ttbbDL,Weight_pdf_variation_320945,1.003336108,1.003635367,-1,-1,-1,-1,1.003336108
ttbbDL,Weight_pdf_variation_320946,0.993787669,0.993874922,-1,-1,-1,-1,0.993787669
ttbbDL,Weight_pdf_variation_320947,0.996597954,0.99846389,-1,-1,-1,-1,0.996597954
ttbbDL,Weight_pdf_variation_320948,0.993592941,0.994357189,-1,-1,-1,-1,0.993592941
ttbbDL,Weight_pdf_variation_320949,1.003536443,1.002610809,-1,-1,-1,-1,1.003536443
ttbbDL,Weight_pdf_variation_320950,0.989628172,0.989023473,-1,-1,-1,-1,0.989628172
ttbbDL,Weight_pdf_variation_320951,0.995751695,0.996240377,-1,-1,-1,-1,0.995751695
ttbbDL,Weight_pdf_variation_320952,1.008269449,1.007421773,-1,-1,-1,-1,1.008269449
ttbbDL,Weight_pdf_variation_320953,0.997044923,0.99700962,-1,-1,-1,-1,0.997044923
ttbbDL,Weight_pdf_variation_320954,1.003662992,1.003994998,-1,-1,-1,-1,1.003662992
ttbbDL,Weight_pdf_variation_320955,1.009357068,1.011028608,-1,-1,-1,-1,1.009357068
ttbbDL,Weight_pdf_variation_320956,0.996350951,0.995872453,-1,-1,-1,-1,0.996350951
ttbbDL,Weight_pdf_variation_320957,1.012947594,1.012877733,-1,-1,-1,-1,1.012947594
ttbbDL,Weight_pdf_variation_320958,0.990575726,0.990229292,-1,-1,-1,-1,0.990575726
ttbbDL,Weight_pdf_variation_320959,1.008880002,1.007099866,-1,-1,-1,-1,1.008880002
ttbbDL,Weight_pdf_variation_320960,1.003858788,1.004326474,-1,-1,-1,-1,1.003858788
ttbbDL,Weight_pdf_variation_320961,0.999026616,0.998322116,-1,-1,-1,-1,0.999026616
ttbbDL,Weight_pdf_variation_320962,0.996869922,0.996566238,-1,-1,-1,-1,0.996869922
ttbbDL,Weight_pdf_variation_320963,1.014791198,1.015192185,-1,-1,-1,-1,1.014791198
ttbbDL,Weight_pdf_variation_320964,0.992094237,0.993234719,-1,-1,-1,-1,0.992094237
ttbbDL,Weight_pdf_variation_320965,1.014149647,1.013610754,-1,-1,-1,-1,1.014149647
ttbbDL,Weight_pdf_variation_320966,0.990300379,0.990868861,-1,-1,-1,-1,0.990300379
ttbbDL,Weight_pdf_variation_320967,1.011676236,1.012781459,-1,-1,-1,-1,1.011676236
ttbbDL,Weight_pdf_variation_320968,1.006268676,1.005738807,-1,-1,-1,-1,1.006268676
ttbbDL,Weight_pdf_variation_320969,1.00249109,1.003694514,-1,-1,-1,-1,1.00249109
ttbbDL,Weight_pdf_variation_320970,0.991993527,0.993403654,-1,-1,-1,-1,0.991993527
ttbbDL,Weight_pdf_variation_320971,1.003700391,1.003098629,-1,-1,-1,-1,1.003700391
ttbbDL,Weight_pdf_variation_320972,1.018723637,1.017447097,-1,-1,-1,-1,1.018723637
ttbbDL,Weight_pdf_variation_320973,1.004133123,1.004446778,-1,-1,-1,-1,1.004133123
ttbbDL,Weight_pdf_variation_320974,1.01180439,1.010005087,-1,-1,-1,-1,1.01180439
ttbbDL,Weight_pdf_variation_320975,0.994067624,0.994289507,-1,-1,-1,-1,0.994067624
ttbbDL,Weight_pdf_variation_320976,0.987955365,0.988584145,-1,-1,-1,-1,0.987955365
ttbbDL,Weight_pdf_variation_320977,0.998998407,0.999925336,-1,-1,-1,-1,0.998998407
ttbbDL,Weight_pdf_variation_320978,1.010883525,1.010524851,-1,-1,-1,-1,1.010883525
ttbbDL,Weight_pdf_variation_320979,1.007406834,1.007648261,-1,-1,-1,-1,1.007406834
ttbbDL,Weight_pdf_variation_320980,0.971167266,0.972926525,-1,-1,-1,-1,0.971167266
ttbbDL,Weight_pdf_variation_320981,0.99527386,0.996330513,-1,-1,-1,-1,0.99527386
ttbbDL,Weight_pdf_variation_320982,1.001877117,1.000924153,-1,-1,-1,-1,1.001877117
ttbbDL,Weight_pdf_variation_320983,0.99178891,0.992395951,-1,-1,-1,-1,0.99178891
ttbbDL,Weight_pdf_variation_320984,1.010239526,1.009826333,-1,-1,-1,-1,1.010239526
ttbbDL,Weight_pdf_variation_320985,1.001668547,1.000532157,-1,-1,-1,-1,1.001668547
ttbbDL,Weight_pdf_variation_320986,0.974856783,0.976155852,-1,-1,-1,-1,0.974856783
ttbbDL,Weight_pdf_variation_320987,1.001760273,1.000412327,-1,-1,-1,-1,1.001760273
ttbbDL,Weight_pdf_variation_320988,0.978875994,0.979517695,-1,-1,-1,-1,0.978875994
ttbbDL,Weight_pdf_variation_320989,0.976313864,0.975337664,-1,-1,-1,-1,0.976313864
ttbbDL,Weight_pdf_variation_320990,0.986569389,0.987573385,-1,-1,-1,-1,0.986569389
ttbbDL,Weight_pdf_variation_320991,1.003584671,1.003537724,-1,-1,-1,-1,1.003584671
ttbbDL,Weight_pdf_variation_320992,0.994342915,0.994240197,-1,-1,-1,-1,0.994342915
ttbbDL,Weight_pdf_variation_320993,0.999324539,0.998178643,-1,-1,-1,-1,0.999324539
ttbbDL,Weight_pdf_variation_320994,0.998231192,0.99972302,-1,-1,-1,-1,0.998231192
ttbbDL,Weight_pdf_variation_320995,0.996038425,0.996573291,-1,-1,-1,-1,0.996038425
ttbbDL,Weight_pdf_variation_320996,1.011372619,1.011315937,-1,-1,-1,-1,1.011372619
ttbbDL,Weight_pdf_variation_320997,0.965034826,0.965516076,-1,-1,-1,-1,0.965034826
ttbbDL,Weight_pdf_variation_320998,0.998460942,0.999245116,-1,-1,-1,-1,0.998460942
ttbbDL,Weight_pdf_variation_320999,1.020283488,1.019687153,-1,-1,-1,-1,1.020283488
ttbbDL,Weight_pdf_variation_321000,1.014065384,1.013336341,-1,-1,-1,-1,1.014065384
ttbbDL,GenWeight_fsr_Def_down,0.999228436,0.999288735,0.907086768,0.934170003,1.00675737,0.036400218,0.906386893
ttbbDL,GenWeight_fsr_Def_up,1.001151449,1.000503621,1.13554114,1.107930397,0.989297551,0.045600016,1.136848658
ttbbDL,GenWeight_isr_Def_down,1.001139205,0.999575937,0.978832366,0.985140129,1.001529702,0.039343035,0.979947457
ttbbDL,GenWeight_isr_Def_up,0.997641556,0.999669549,1.027264303,1.019125346,0.998030741,0.04114162,1.024841558
ttH,Weight_scale_variation_muR_1p0_muF_1p0,0.999992609,0.999992609,-1,-1,-1,-1,0.999992609
ttH,Weight_scale_variation_muR_2p0_muF_1p0,1.22387907,1.22387907,-1,-1,-1,-1,1.22387907
ttH,Weight_scale_variation_muR_2p0_muF_2p0,1.250131871,1.250131871,-1,-1,-1,-1,1.250131871
ttH,Weight_scale_variation_muR_0p5_muF_1p0,0.70828432,0.70828432,-1,-1,-1,-1,0.70828432
ttH,Weight_scale_variation_muR_0p5_muF_0p5,0.687251162,0.687251162,-1,-1,-1,-1,0.687251162
ttH,Weight_scale_variation_muR_1p0_muF_2p0,1.019004034,1.019004034,-1,-1,-1,-1,1.019004034
ttH,Weight_scale_variation_muR_1p0_muF_0p5,0.975419671,0.975419671,-1,-1,-1,-1,0.975419671
ttH,Weight_LHA_306000_nominal,0.999992609,0.999992609,-1,-1,-1,-1,0.999992609
ttH,Weight_LHA_306000_up,0.950949954,0.950949954,-1,-1,-1,-1,0.950949954
ttH,Weight_LHA_306000_down,1.05436881,1.05436881,-1,-1,-1,-1,1.05436881
ttH,Weight_pdf_variation_306000,0.999992609,0.999992609,-1,-1,-1,-1,0.999992609
ttH,Weight_pdf_variation_306001,1.000816858,1.000816858,-1,-1,-1,-1,1.000816858
ttH,Weight_pdf_variation_306002,0.999251787,0.999251787,-1,-1,-1,-1,0.999251787
ttH,Weight_pdf_variation_306003,1.000292186,1.000292186,-1,-1,-1,-1,1.000292186
ttH,Weight_pdf_variation_306004,0.997600592,0.997600592,-1,-1,-1,-1,0.997600592
ttH,Weight_pdf_variation_306005,0.999923171,0.999923171,-1,-1,-1,-1,0.999923171
ttH,Weight_pdf_variation_306006,1.001593614,1.001593614,-1,-1,-1,-1,1.001593614
ttH,Weight_pdf_variation_306007,1.000179926,1.000179926,-1,-1,-1,-1,1.000179926
ttH,Weight_pdf_variation_306008,1.001245989,1.001245989,-1,-1,-1,-1,1.001245989
ttH,Weight_pdf_variation_306009,0.997657784,0.997657784,-1,-1,-1,-1,0.997657784
ttH,Weight_pdf_variation_306010,1.00119327,1.00119327,-1,-1,-1,-1,1.00119327
ttH,Weight_pdf_variation_306011,1.003574363,1.003574363,-1,-1,-1,-1,1.003574363
ttH,Weight_pdf_variation_306012,1.000724065,1.000724065,-1,-1,-1,-1,1.000724065
ttH,Weight_pdf_variation_306013,1.003799011,1.003799011,-1,-1,-1,-1,1.003799011
ttH,Weight_pdf_variation_306014,0.999354829,0.999354829,-1,-1,-1,-1,0.999354829
ttH,Weight_pdf_variation_306015,0.999954848,0.999954848,-1,-1,-1,-1,0.999954848
ttH,Weight_pdf_variation_306016,0.997397764,0.997397764,-1,-1,-1,-1,0.997397764
ttH,Weight_pdf_variation_306017,1.00102839,1.00102839,-1,-1,-1,-1,1.00102839
ttH,Weight_pdf_variation_306018,1.00198631,1.00198631,-1,-1,-1,-1,1.00198631
ttH,Weight_pdf_variation_306019,0.999467257,0.999467257,-1,-1,-1,-1,0.999467257
