Name,ttSL,ttDL,ttH
Weight_pdf_variation_306083,0.999896107914,0.999899353334,0.999742033046
Weight_pdf_variation_306084,1.0001849922,1.00018388967,1.00031019521
Weight_pdf_variation_306085,0.999740800696,0.999743781212,0.999582107039
Weight_pdf_variation_306086,0.999798031063,0.99980200386,0.998765659892
Weight_pdf_variation_306087,1.00049018469,1.00048896915,1.00084723374
Weight_pdf_variation_306088,0.999854866621,0.999856847621,0.999819174011
Weight_pdf_variation_306089,1.0002191054,1.00022161253,1.00012378765
Weight_pdf_variation_306090,0.999818312481,0.99982063673,0.999864946029
Weight_pdf_variation_306091,1.00013294968,1.00013044059,1.00031228315
Weight_pdf_variation_306092,1.00009935032,1.00009964985,1.00006430615
Weight_pdf_variation_306093,0.999720759992,0.999725130991,0.999378001185
Weight_pdf_variation_306094,1.00008148566,1.00007987792,1.00011402001
Weight_pdf_variation_306095,0.99966612193,0.99966903267,0.998546288033
Weight_pdf_variation_306096,1.00036122195,1.00036066728,1.00054336317
Weight_pdf_variation_306097,0.99921414418,0.999218761258,0.997946355112
Weight_pdf_variation_306098,1.00030169387,1.00030311587,1.00054173459
Weight_pdf_variation_306099,0.999912587094,0.999910621241,0.999872242247
Weight_pdf_variation_306100,1.00000528117,1.00000617372,0.999977524023
Weight_pdf_variation_306101,1.02810879821,1.02810983473,1.02866247999
Weight_pdf_variation_306102,0.972087681472,0.972085689237,0.970334591551
Weight_scale_variation_muR_0p5_muF_0p5,0.887761736551,0.887727621236,0.687277625169
Weight_scale_variation_muR_0p5_muF_1p0,0.903458092807,0.903429227754,0.708289847071
Weight_scale_variation_muR_1p0_muF_0p5,0.975984803551,0.975981052498,0.975451192895
Weight_scale_variation_muR_1p0_muF_1p0,0.999993445437,1.00000411331,0.999992609137
Weight_scale_variation_muR_1p0_muF_2p0,1.01928701448,1.01929576391,1.0189859899
Weight_scale_variation_muR_2p0_muF_1p0,1.11036710214,1.11039393282,1.22393843803
Weight_scale_variation_muR_2p0_muF_2p0,1.13797711516,1.13801168821,1.25017123986 }
