Unnamed: 0,Name,ttbbSL,ttbbDL
92,Weight_pdf_variation_320985,1.0017281036,1.00189454896
93,Weight_pdf_variation_320986,0.975127071787,0.975050062258
94,Weight_pdf_variation_320987,1.00166387444,1.00172925024
95,Weight_pdf_variation_320988,0.9788979546,0.979049382605
96,Weight_pdf_variation_320989,0.97600683588,0.9762540895
97,Weight_pdf_variation_320990,0.986615091557,0.986583250895
98,Weight_pdf_variation_320991,1.00362640108,1.00359581621
99,Weight_pdf_variation_320992,0.994227399582,0.994311275578
100,Weight_pdf_variation_320993,0.999252802211,0.999438762994
101,Weight_pdf_variation_320994,0.998144360942,0.998100011603
102,Weight_pdf_variation_320995,0.996014268093,0.996021486115
103,Weight_pdf_variation_320996,1.01144400768,1.01142487726
104,Weight_pdf_variation_320997,0.965256218329,0.965126633148
105,Weight_pdf_variation_320998,0.998357850863,0.998596368641
106,Weight_pdf_variation_320999,1.02018072453,1.02028868168
107,Weight_pdf_variation_321000,1.01377849614,1.01383425446
108,Weight_scale_variation_muR_0p5_muF_0p5,0.761417381131,0.763425650576
109,Weight_scale_variation_muR_0p5_muF_1p0,0.756454387099,0.757815334649
110,Weight_scale_variation_muR_1p0_muF_0p5,0.970807549073,0.971121529868
111,Weight_scale_variation_muR_1p0_muF_1p0,0.999990269343,0.999994277407
112,Weight_scale_variation_muR_1p0_muF_2p0,1.02100649126,1.02081335706
113,Weight_scale_variation_muR_2p0_muF_1p0,1.36966230933,1.3655651759
114,Weight_scale_variation_muR_2p0_muF_2p0,1.42428507462,1.42013202576
